ml_dataset_index,pista_raw,responsável,1-jogo-de-palavras-anagrama-cacofonia,2-ref-visual-observavel-team-rua,3-criptografia,4-ref-historica-mitologia,5-cultura-pop-conhecimento-geral,6-ref-interna-cidade-universitaria,7-ref-externa-campus,8-caminho-trajetória-roteiro,9-manipular-imagens,10-busca-listas-elencaçoes-clusters,11-links-site-integra-daquele-ano,12-tarefa-não-papel,Método_agregado,autor_raw,macro_raw,micro_raw,explicação_raw,interna_raw,tem_texto?,tem_explicação?,tem_macro?,é_papel?,ano,revisar?,rotulado_metodo,link,2017_respostas,2016_observaçao,2015_dificuldade,prompt,prompt_pista,macro_depara
ML_2019_00200,"(vrrak,szodog)+(equin,equino)=",,,,,,,,,,,,,,,,Bcon da FEA,Tomie Othake,"de cada letra eu subtraio a localização do cavalo (-235568,-467342) -> tomie ohtake => bacon da FEA",,TRUE,TRUE,TRUE,,2019,,,,,,,"||Pista: (vrrak,szodog)+(equin,equino)= | Explicação: de cada letra eu subtraio a localização do cavalo (-235568,-467342) -> tomie ohtake => bacon da FEA | Macro: Bcon da FEA | Micro: Tomie Othake","||Pista: (vrrak,szodog)+(equin,equino)=",FEA
ML_2023_00036,,,,,,,,,,,,,,,,Maua,P3,Bicicletário Itaí,"O texto está na fonte Bill Cipher. Traduzindo chegam em vários textos que são sempre letras na ordem do alfabeto mas faltando letras (ex: ABCDIJKNO). Basta ""plotar"" as letras (ex: ABCEH = XXX X X). Resultará em um QR Code.",,FALSE,TRUE,TRUE,,2023,,,pista 35.png,,,,"||Pista:  | Explicação: O texto está na fonte Bill Cipher. Traduzindo chegam em vários textos que são sempre letras na ordem do alfabeto mas faltando letras (ex: ABCDIJKNO). Basta ""plotar"" as letras (ex: ABCEH = XXX X X). Resultará em um QR Code. | Macro: P3 | Micro: Bicicletário Itaí",,P3
ML_2019_00185,"(vufak,jozlgc)+(equin,equino)=",,,,,,,,,,,,,,,,Física,Trave Física,"De cada letra eu subtraio a localização do cavalo (-235568,-467342)",,TRUE,TRUE,TRUE,,2019,,,,,,,"||Pista: (vufak,jozlgc)+(equin,equino)= | Explicação: De cada letra eu subtraio a localização do cavalo (-235568,-467342) | Macro: Física | Micro: Trave Física","||Pista: (vufak,jozlgc)+(equin,equino)=",IF
ML_2022_00252,(銀行)²,,,,,,,,,,,,,,,,Bancos,Banco,"Kanji de banco ao quadrado. Ou seja, é um banco nos bancos",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: (銀行)² | Explicação: Kanji de banco ao quadrado. Ou seja, é um banco nos bancos | Macro: Bancos | Micro: Banco",||Pista: (銀行)²,Bancos
ML_2020_00067,"[2323.3425119200(BOND-SINS)(55;2B;31;52;45;4C;4F;41;44)-F1](35;2D;37;35;37;0D;35;37;35) ?, F. v. Artevelde 1127????",,,,,,,,,,,,,,,,Raia,Totem,"2323.3425119200 > ler o segundo em função do primeiro, adicionando pontos.
 anda 2, coloca um ponto, anda 3, coloca um ponto... > 34.251.19.200 > IP de um site > u.plus > U+
 

 (BOND-SINS); BOND > James Bond > 007; SINS > Seven sins > 7; (007 - 7) = (00)
 U+(00)(55;2B;31;52;45;4C;4F;41;44) > aplicar distributiva > U+0055 U+002B U+0031 U+0052 U+0045 U+004C U+004F U+0041 U+0044
 Unicode pra texto > U+1RELOAD(35;2D;37;35;37;0D;35;37;35)
 RELOAD > F5; F5-F1 > F4
 Aplicar distributiva novamente > U+1F435 U+1F42D U+1F437 U+1F435 U+1F437 U+1F40D U+1F435 U+1F437 U+1F435 > Codigos de emojis, na seguinte ordem:
 MACACO, RATO, PORCO, MACACO, PORCO, MACACO, COBRA, MACACO, PORCO, MACACO
 

 Mascotes da sf, poli, porcada, farma, na ordem dos reitores da usp... falta o décimo (Mello Moraes)
 

 F.v.Artevelde > Filipe van Artevelde
 1127???? > 27 novembro 1382, data que morreu
 

 Usando as ?, ???? > Mello Moraes, 1382 > Totem da Raia",,TRUE,TRUE,TRUE,,2020,,,,,,,"||Pista: [2323.3425119200(BOND-SINS)(55;2B;31;52;45;4C;4F;41;44)-F1](35;2D;37;35;37;0D;35;37;35) ?, F. v. Artevelde 1127???? | Explicação: 2323.3425119200 > ler o segundo em função do primeiro, adicionando pontos.
 anda 2, coloca um ponto, anda 3, coloca um ponto... > 34.251.19.200 > IP de um site > u.plus > U+
 

 (BOND-SINS); BOND > James Bond > 007; SINS > Seven sins > 7; (007 - 7) = (00)
 U+(00)(55;2B;31;52;45;4C;4F;41;44) > aplicar distributiva > U+0055 U+002B U+0031 U+0052 U+0045 U+004C U+004F U+0041 U+0044
 Unicode pra texto > U+1RELOAD(35;2D;37;35;37;0D;35;37;35)
 RELOAD > F5; F5-F1 > F4
 Aplicar distributiva novamente > U+1F435 U+1F42D U+1F437 U+1F435 U+1F437 U+1F40D U+1F435 U+1F437 U+1F435 > Codigos de emojis, na seguinte ordem:
 MACACO, RATO, PORCO, MACACO, PORCO, MACACO, COBRA, MACACO, PORCO, MACACO
 

 Mascotes da sf, poli, porcada, farma, na ordem dos reitores da usp... falta o décimo (Mello Moraes)
 

 F.v.Artevelde > Filipe van Artevelde
 1127???? > 27 novembro 1382, data que morreu
 

 Usando as ?, ???? > Mello Moraes, 1382 > Totem da Raia | Macro: Raia | Micro: Totem","||Pista: [2323.3425119200(BOND-SINS)(55;2B;31;52;45;4C;4F;41;44)-F1](35;2D;37;35;37;0D;35;37;35) ?, F. v. Artevelde 1127????",Raia
ML_2022_00160,[cancelado],,,,,,,,,,,,,,,,Creche,"Pichacao ""skate vibration""",O prédio da creche parece um agogo. Skate eh o micro (pichacao escrito Skate Vibration),,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: [cancelado] | Explicação: O prédio da creche parece um agogo. Skate eh o micro (pichacao escrito Skate Vibration) | Macro: Creche | Micro: Pichacao ""skate vibration""",||Pista: [cancelado],#N/A
ML_2022_00163,[cancelado],,,,,,,,,,,,,,,,IF,DFMT,"Praticar mais esporte -> Fazer mais atividade física -> Física
 DEFINITIVAMENTE -> DFMT (Micro)",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: [cancelado] | Explicação: Praticar mais esporte -> Fazer mais atividade física -> Física
 DEFINITIVAMENTE -> DFMT (Micro) | Macro: IF | Micro: DFMT",||Pista: [cancelado],IF
ML_2022_00235,[cancelado],,,,,,,,,,,,,,,,Acadepol,Bicicletas Itaú,"Academia, Acadepol, spinning bicicletas itaú",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: [cancelado] | Explicação: Academia, Acadepol, spinning bicicletas itaú | Macro: Acadepol | Micro: Bicicletas Itaú",||Pista: [cancelado],Acadepol
ML_2016_00192,"[só o audio do vídeo, sem nome, sem link - ENTREGAR O ARQUIVO DA MUSICA E NÃO PAPELZINHO]
 

 https://www.youtube.com/watch?v=xrIYT-MrVaI",,,,,,,,,,,,,,,Massa,FÍSICA,Sala do diretor,"A música deve ser identificada por um aplicativo de identificação de tag (Shazam, por exemplo).
 Passando pelo Shazam, aparece o nome da música ""in der halle des bergkönigs"", que traduzida 
 significa ""Na Sala do Rei da Montanha"". Montanha remete ao Morro da Coruja, cuja única faculdade
 presente é o IF-USP. Sala do Rei é a sala do professor diretor do IF (Marcos Nogueira Martins), 
 localizada no Ed. Basílio Jafet, sala 108.",Interna,TRUE,TRUE,TRUE,,2016,,,,,"Macro vasto e usual.
 Micro genérico, porém muito bem determinado.",,"||Pista: [só o audio do vídeo, sem nome, sem link - ENTREGAR O ARQUIVO DA MUSICA E NÃO PAPELZINHO]
 

 https://www.youtube.com/watch?v=xrIYT-MrVaI | Explicação: A música deve ser identificada por um aplicativo de identificação de tag (Shazam, por exemplo).
 Passando pelo Shazam, aparece o nome da música ""in der halle des bergkönigs"", que traduzida 
 significa ""Na Sala do Rei da Montanha"". Montanha remete ao Morro da Coruja, cuja única faculdade
 presente é o IF-USP. Sala do Rei é a sala do professor diretor do IF (Marcos Nogueira Martins), 
 localizada no Ed. Basílio Jafet, sala 108. | Macro: FÍSICA | Micro: Sala do diretor","||Pista: [só o audio do vídeo, sem nome, sem link - ENTREGAR O ARQUIVO DA MUSICA E NÃO PAPELZINHO]
 

 https://www.youtube.com/watch?v=xrIYT-MrVaI",IF
ML_2020_00091,"[Walk].[±1,1]; [Eat].[2m,2n],{m,n ∈ Z} 01",,,,,,,,,,,,,,,,DAMA 01,Totem?,"São os movimentos possíveis de uma peça de damas. Pode andar na diagonal pra esquerda ou pra direita, e pode comer o adversário na diagonal em qualquer direção, pulando a casa do adversário.
 

 Damas 01 > DAMA 01",,TRUE,TRUE,TRUE,,2020,,,,,,,"||Pista: [Walk].[±1,1]; [Eat].[2m,2n],{m,n ∈ Z} 01 | Explicação: São os movimentos possíveis de uma peça de damas. Pode andar na diagonal pra esquerda ou pra direita, e pode comer o adversário na diagonal em qualquer direção, pulando a casa do adversário.
 

 Damas 01 > DAMA 01 | Macro: DAMA 01 | Micro: Totem?","||Pista: [Walk].[±1,1]; [Eat].[2m,2n],{m,n ∈ Z} 01",Dama 01
ML_2022_00174,"#Marcos' + '#Ronaldo' + '#Denilson x #Lucio'
 '#Marcos' + '#Rivaldo' + '#Roque' + '#Junior'
 '#Juninho Paulista' + '#Edmilson' + '#Marcos'
 '#Ronaldinho Gaúcho' + '#Roberto Carlos' + '#Gilberto Silva'
 '#Ronaldinho Gaúcho' + '#Juninho Paulista'
 

 '#Marcos' + '#Rivaldo' + '#Cafu'
 '#Denilson' + '#Roque Junior' + '#Edmilson'
 '#Belletti' + '#Roberto Carlos' + '#Marcos'
 '#Marcos' + '#Rivaldo' + '#Edmilson'
 '#Rogério Ceni x #Edmilson' + '#Cafu'",,,,,,,,,,,,,,,,Portão São Remo,Portão,"Mesma coisa que no enigma do CAEP, pega os números das camises (são do penta, não do tri), e transforma em binário. Com eles forma a palavra São Remo",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: #Marcos' + '#Ronaldo' + '#Denilson x #Lucio'
 '#Marcos' + '#Rivaldo' + '#Roque' + '#Junior'
 '#Juninho Paulista' + '#Edmilson' + '#Marcos'
 '#Ronaldinho Gaúcho' + '#Roberto Carlos' + '#Gilberto Silva'
 '#Ronaldinho Gaúcho' + '#Juninho Paulista'
 

 '#Marcos' + '#Rivaldo' + '#Cafu'
 '#Denilson' + '#Roque Junior' + '#Edmilson'
 '#Belletti' + '#Roberto Carlos' + '#Marcos'
 '#Marcos' + '#Rivaldo' + '#Edmilson'
 '#Rogério Ceni x #Edmilson' + '#Cafu' | Explicação: Mesma coisa que no enigma do CAEP, pega os números das camises (são do penta, não do tri), e transforma em binário. Com eles forma a palavra São Remo | Macro: Portão São Remo | Micro: Portão","||Pista: #Marcos' + '#Ronaldo' + '#Denilson x #Lucio'
 '#Marcos' + '#Rivaldo' + '#Roque' + '#Junior'
 '#Juninho Paulista' + '#Edmilson' + '#Marcos'
 '#Ronaldinho Gaúcho' + '#Roberto Carlos' + '#Gilberto Silva'
 '#Ronaldinho Gaúcho' + '#Juninho Paulista'
 

 '#Marcos' + '#Rivaldo' + '#Cafu'
 '#Denilson' + '#Roque Junior' + '#Edmilson'
 '#Belletti' + '#Roberto Carlos' + '#Marcos'
 '#Marcos' + '#Rivaldo' + '#Edmilson'
 '#Rogério Ceni x #Edmilson' + '#Cafu'",Portão São Remo
ML_2015_00195,<2kcal,Dose,,,,,1,,,,,,,,,,PRAÇA DO RELÓGIO,Relógio,"Menos que duas calorias é uma propaganda da bala Tic-Tac. Tic-Tac remete ao barulho de um relógio, levando à praça do relógio.",Externa,TRUE,TRUE,TRUE,,2015,,TRUE,,,,,"||Pista: <2kcal | Explicação: Menos que duas calorias é uma propaganda da bala Tic-Tac. Tic-Tac remete ao barulho de um relógio, levando à praça do relógio. | Macro: PRAÇA DO RELÓGIO | Micro: Relógio",||Pista: <2kcal,Praça do Relógio
ML_2022_00140,<i>Administrativus scalaris</i>,Massa,1,,,,,1,,,,,,,,,Bio,Escada da Adm,"forma de escrita remete a bilogia, e o conteúdo é Escada da Administração",,TRUE,TRUE,TRUE,,2022,,TRUE,,,,,"||Pista: <i>Administrativus scalaris</i> | Explicação: forma de escrita remete a bilogia, e o conteúdo é Escada da Administração | Macro: Bio | Micro: Escada da Adm",||Pista: <i>Administrativus scalaris</i>,Bio
ML_2022_00244,"<pre>
 

 Veja bem, às vezes o que buscamos está bem na frente de nossos olhos
 <span color=""white"">62b4ITKOotI</span>
 </pre>",Frodo,,,,,,,,,,,,,,,Odonto,Ponto de Onibus,Veja bem é para vídeo no YT. O resto da pista indica que buscamos algo que está na nossa frente,,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: <pre>
 

 Veja bem, às vezes o que buscamos está bem na frente de nossos olhos
 <span color=""white"">62b4ITKOotI</span>
 </pre> | Explicação: Veja bem é para vídeo no YT. O resto da pista indica que buscamos algo que está na nossa frente | Macro: Odonto | Micro: Ponto de Onibus","||Pista: <pre>
 

 Veja bem, às vezes o que buscamos está bem na frente de nossos olhos
 <span color=""white"">62b4ITKOotI</span>
 </pre>",Odonto
ML_2023_00038,"<pre>
 55 38 27
 62 40 27
 63 40 27
 64 36 27
 65 32 27
 </pre>",Pescoço,,,,,,,,,,1,,,,Mapa,Fuvest,-,São as notas de corte da poli na fuvest dos ultimos anos,,TRUE,TRUE,TRUE,,2023,,TRUE,,,,,"||Pista: <pre>
 55 38 27
 62 40 27
 63 40 27
 64 36 27
 65 32 27
 </pre> | Explicação: São as notas de corte da poli na fuvest dos ultimos anos | Macro: Fuvest | Micro: -","||Pista: <pre>
 55 38 27
 62 40 27
 63 40 27
 64 36 27
 65 32 27
 </pre>",FUVEST
ML_2023_00160,"<pre>
 Dado que:
 

  EA
 MAUA = 00
  8C
 

 Então:
 

 ED BB 69 AE
 97 55 A2 59 = ???
 AA 84 0E 00
 </pre>",Favela,,,1,,,,,,,,,,,Maua,EFEE,Ponto de Ônibus,Transforma de Hex pra binário e faz braile com o 1/0,,TRUE,TRUE,TRUE,,2023,,TRUE,,,,,"||Pista: <pre>
 Dado que:
 

  EA
 MAUA = 00
  8C
 

 Então:
 

 ED BB 69 AE
 97 55 A2 59 = ???
 AA 84 0E 00
 </pre> | Explicação: Transforma de Hex pra binário e faz braile com o 1/0 | Macro: EFEE | Micro: Ponto de Ônibus","||Pista: <pre>
 Dado que:
 

  EA
 MAUA = 00
  8C
 

 Então:
 

 ED BB 69 AE
 97 55 A2 59 = ???
 AA 84 0E 00
 </pre>",#N/A
ML_2023_00051,,,,,,,,,,,,,,,,Mapa,IF,Lab. Criogenia,A pista é da evolução do feitiço de gelo no CoC. Para evoluir feitiços tem que usar o laboratório no jogo,,FALSE,TRUE,TRUE,,2023,,,pista 50.png,,,,||Pista:  | Explicação: A pista é da evolução do feitiço de gelo no CoC. Para evoluir feitiços tem que usar o laboratório no jogo | Macro: IF | Micro: Lab. Criogenia,,IF
ML_2022_00210,"<pre>  ltjxucXUCLQOOZZZZOOOLCUYzurflI 
  lfnzJOmqqqwZQCUXzvunnxrrrxnnvcXUCQZwqqmLcf 
  tnYQwqqZCXurtI  IIlllllI IircLpwr 
  IjzOqpmJvjl lfxvXJLOmwdqqqqqwwwwqapwqqmQYurxnnzaozccccunxjtlI 
  ivQppQcjI ItnYLwpqwZQJXvnrYBxIIlifxvXLBkqdkkbpwOQQCCUUUUUJCCQOZmwwmQYuuunrfiI
  IvZdmXj  tuJmppZCcOWt  iXBQLZwwmOLUznrfiI  IijuJokXJLZmm
  iJbqzi ivQppmUni loOjuXJQmwwOJXujiI  IifrnvczXUJJJJUYXzcuxfiI joC  l
  vhmr fYwdmZBx  ircUOdBBokmJvji IijnzJQmwwwmZOLmBmXzQdMBhWpJQOmwqbqpX 
  jBJ IjYqdOul adzQwwOmkadJnt IfuYLmqwmkkhbjtlI zWmqXI lxCBc  Qaf 
  ippOmpWhn  rUmWMZvtfZqYf  ixXQpbwLYvriI IjQoI  Ok jQqc rBr fWu  
  jnrivoJvOpqCvXCQCchp  IfcQwqZJvbMOUr  rBj  dwlIIjUXlXBt mBQj 
  izhaZzt ItUbLYYCmqMqvfI  vWxcOZzI  lrBQcYJLQOOdqOOOQQOOmdOQQLLWpkWwr 
  izqaqzt invzcrlJhl  IkQ rLwJQOOQLUzvxjfilIII IlitjrnvYOhOi 
  jcnfl  xObwUYXJLQQLUcxtI  Idq ItQBOZQUznfl  IIlllllllII fBJ 
 njjLWBBoqCucqdUf IijnXCOZQXrl iaCfcCZOUnfI  IifxvXJLOmwwqqpqqqqqqqqqqwmOLLBv 
 BBBWbJLZXvCdpx  irzLOLzfI  IxmaQYxl ircUOwqqwmQJXcuxjftilllIIlllitfjxuzQdpQvi  
 ZJvri  if  IfuzvixCZCnl  tuUZqpwQUvrtI  fzmbmc
  lXwOul  IrXOppZJvfI  izw
  jQbLf  fzZpqLcfI 
  LMQi rJwqLvt  
  cwLzxrYmZXj  
  jcCmhdCni  
  IfzOqmUr 
  IrUwqUf  
  jJqOj</pre>",,,,,,,,,,,,,,,,FFLCH,Ponte da letras,"A imagem é uma ponte de ascii formada por letras, ou seja, a ponte de letras",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: <pre>  ltjxucXUCLQOOZZZZOOOLCUYzurflI 
  lfnzJOmqqqwZQCUXzvunnxrrrxnnvcXUCQZwqqmLcf 
  tnYQwqqZCXurtI  IIlllllI IircLpwr 
  IjzOqpmJvjl lfxvXJLOmwdqqqqqwwwwqapwqqmQYurxnnzaozccccunxjtlI 
  ivQppQcjI ItnYLwpqwZQJXvnrYBxIIlifxvXLBkqdkkbpwOQQCCUUUUUJCCQOZmwwmQYuuunrfiI
  IvZdmXj  tuJmppZCcOWt  iXBQLZwwmOLUznrfiI  IijuJokXJLZmm
  iJbqzi ivQppmUni loOjuXJQmwwOJXujiI  IifrnvczXUJJJJUYXzcuxfiI joC  l
  vhmr fYwdmZBx  ircUOdBBokmJvji IijnzJQmwwwmZOLmBmXzQdMBhWpJQOmwqbqpX 
  jBJ IjYqdOul adzQwwOmkadJnt IfuYLmqwmkkhbjtlI zWmqXI lxCBc  Qaf 
  ippOmpWhn  rUmWMZvtfZqYf  ixXQpbwLYvriI IjQoI  Ok jQqc rBr fWu  
  jnrivoJvOpqCvXCQCchp  IfcQwqZJvbMOUr  rBj  dwlIIjUXlXBt mBQj 
  izhaZzt ItUbLYYCmqMqvfI  vWxcOZzI  lrBQcYJLQOOdqOOOQQOOmdOQQLLWpkWwr 
  izqaqzt invzcrlJhl  IkQ rLwJQOOQLUzvxjfilIII IlitjrnvYOhOi 
  jcnfl  xObwUYXJLQQLUcxtI  Idq ItQBOZQUznfl  IIlllllllII fBJ 
 njjLWBBoqCucqdUf IijnXCOZQXrl iaCfcCZOUnfI  IifxvXJLOmwwqqpqqqqqqqqqqwmOLLBv 
 BBBWbJLZXvCdpx  irzLOLzfI  IxmaQYxl ircUOwqqwmQJXcuxjftilllIIlllitfjxuzQdpQvi  
 ZJvri  if  IfuzvixCZCnl  tuUZqpwQUvrtI  fzmbmc
  lXwOul  IrXOppZJvfI  izw
  jQbLf  fzZpqLcfI 
  LMQi rJwqLvt  
  cwLzxrYmZXj  
  jcCmhdCni  
  IfzOqmUr 
  IrUwqUf  
  jJqOj</pre> | Explicação: A imagem é uma ponte de ascii formada por letras, ou seja, a ponte de letras | Macro: FFLCH | Micro: Ponte da letras","||Pista: <pre>  ltjxucXUCLQOOZZZZOOOLCUYzurflI 
  lfnzJOmqqqwZQCUXzvunnxrrrxnnvcXUCQZwqqmLcf 
  tnYQwqqZCXurtI  IIlllllI IircLpwr 
  IjzOqpmJvjl lfxvXJLOmwdqqqqqwwwwqapwqqmQYurxnnzaozccccunxjtlI 
  ivQppQcjI ItnYLwpqwZQJXvnrYBxIIlifxvXLBkqdkkbpwOQQCCUUUUUJCCQOZmwwmQYuuunrfiI
  IvZdmXj  tuJmppZCcOWt  iXBQLZwwmOLUznrfiI  IijuJokXJLZmm
  iJbqzi ivQppmUni loOjuXJQmwwOJXujiI  IifrnvczXUJJJJUYXzcuxfiI joC  l
  vhmr fYwdmZBx  ircUOdBBokmJvji IijnzJQmwwwmZOLmBmXzQdMBhWpJQOmwqbqpX 
  jBJ IjYqdOul adzQwwOmkadJnt IfuYLmqwmkkhbjtlI zWmqXI lxCBc  Qaf 
  ippOmpWhn  rUmWMZvtfZqYf  ixXQpbwLYvriI IjQoI  Ok jQqc rBr fWu  
  jnrivoJvOpqCvXCQCchp  IfcQwqZJvbMOUr  rBj  dwlIIjUXlXBt mBQj 
  izhaZzt ItUbLYYCmqMqvfI  vWxcOZzI  lrBQcYJLQOOdqOOOQQOOmdOQQLLWpkWwr 
  izqaqzt invzcrlJhl  IkQ rLwJQOOQLUzvxjfilIII IlitjrnvYOhOi 
  jcnfl  xObwUYXJLQQLUcxtI  Idq ItQBOZQUznfl  IIlllllllII fBJ 
 njjLWBBoqCucqdUf IijnXCOZQXrl iaCfcCZOUnfI  IifxvXJLOmwwqqpqqqqqqqqqqwmOLLBv 
 BBBWbJLZXvCdpx  irzLOLzfI  IxmaQYxl ircUOwqqwmQJXcuxjftilllIIlllitfjxuzQdpQvi  
 ZJvri  if  IfuzvixCZCnl  tuUZqpwQUvrtI  fzmbmc
  lXwOul  IrXOppZJvfI  izw
  jQbLf  fzZpqLcfI 
  LMQi rJwqLvt  
  cwLzxrYmZXj  
  jcCmhdCni  
  IfzOqmUr 
  IrUwqUf  
  jJqOj</pre>",FFLCH (Sem contar Adm)
ML_2023_00053,O partido de Lenin teria evitado a crise se soubesse ler seu livro,,,,,,,,,,,,,,,Mapa,-,-,O conteúdo da pista se refere à obra soviética: A crise no nosso partido: Um passo para frente e dois para trás. Para matar a pista bastava ir no mesmo lugar de duas pistas anteriores.,,TRUE,TRUE,FALSE,FALSE,2023,,,,,,,||Pista: O partido de Lenin teria evitado a crise se soubesse ler seu livro | Explicação: O conteúdo da pista se refere à obra soviética: A crise no nosso partido: Um passo para frente e dois para trás. Para matar a pista bastava ir no mesmo lugar de duas pistas anteriores. | Macro: - | Micro: -,,#N/A
ML_2023_00054,,,,,,,,,,,,,,,,Mapa,GEO,Placa Ronaldo Mouth,Imagem da boca do cristiano ronaldo. Pista está na placa em homenagem à ronaldo mouth na geo,,FALSE,TRUE,TRUE,,2023,,,pista 53.png,,,,||Pista:  | Explicação: Imagem da boca do cristiano ronaldo. Pista está na placa em homenagem à ronaldo mouth na geo | Macro: GEO | Micro: Placa Ronaldo Mouth,,Geociencias
ML_2022_00144,"<tt>OSHHOEOOEOEHOOLOHHOSHOLESOEOLHOLESOS
 SOHOLESSHHEEHOLESHOLESOHOOEOOHLSEOHE
 EEHOLESLSSSHLSELHHOLESHLOHHOLESLHOLE</tt>",,,,,,,,,,,,,,,,FFLCH,Escada da Letras,"Holes é pra indicar que os buracos importam (os O), pegando só eles e dividindo em 3 linhas, da pra ler Braille para escada letras",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: <tt>OSHHOEOOEOEHOOLOHHOSHOLESOEOLHOLESOS
 SOHOLESSHHEEHOLESHOLESOHOOEOOHLSEOHE
 EEHOLESLSSSHLSELHHOLESHLOHHOLESLHOLE</tt> | Explicação: Holes é pra indicar que os buracos importam (os O), pegando só eles e dividindo em 3 linhas, da pra ler Braille para escada letras | Macro: FFLCH | Micro: Escada da Letras","||Pista: <tt>OSHHOEOOEOEHOOLOHHOSHOLESOEOLHOLESOS
 SOHOLESSHHEEHOLESHOLESOHOOEOOHLSEOHE
 EEHOLESLSSSHLSELHHOLESHLOHHOLESLHOLE</tt>",FFLCH (Sem contar Adm)
ML_2022_00182,|3022-5050|,,,,,,,,,,,,,,,,CTH,"Hidraulica, totem",PO É UM MÓDULO VERMELHO kkkkkkkkkkkkkkkkkkk o código é do da hidraulica,,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: |3022-5050| | Explicação: PO É UM MÓDULO VERMELHO kkkkkkkkkkkkkkkkkkk o código é do da hidraulica | Macro: CTH | Micro: Hidraulica, totem",||Pista: |3022-5050|,Hidráulica
